season,team,first_name,last_name,position_code,position_type,sweater_number,height,weight,birth_date,birth_city,birth_country,birth_state_province,games_played,goals,assists,points,plusminus,penalty_minutes,age,birth_month
2009,NJD,Patrik,Elias,C,forwards,26,73,190,1976-04-13,Trebic,CZE,NA,77,31,47,78,18,32,33,4
2009,NJD,Patrik,Elias,C,forwards,26,73,190,1976-04-13,Trebic,CZE,NA,75,21,48,69,1,38,33,4
2009,NJD,Matt,Halischuk,R,forwards,16,72,180,1988-06-01,Toronto,CAN,Ontario,1,0,1,1,-1,0,21,6
2009,NJD,Ilya,Kovalchuk,R,forwards,17,75,222,1983-04-15,Tver,RUS,NA,79,43,48,91,-12,50,26,4
2009,NJD,Ilya,Kovalchuk,R,forwards,17,75,222,1983-04-15,Tver,RUS,NA,82,42,34,76,-2,66,26,4
2009,NJD,Jamie,Langenbrunner,R,forwards,15,73,205,1975-07-24,Cloquet,USA,Minnesota,81,29,40,69,25,56,34,7
2009,NJD,Jamie,Langenbrunner,R,forwards,15,73,205,1975-07-24,Cloquet,USA,Minnesota,82,23,37,60,-9,64,34,7
2009,NJD,Dean,McAmmond,C,forwards,11,71,195,1973-06-15,Grande Cache,CAN,Alberta,62,5,11,16,7,24,36,6
2009,NJD,Dean,McAmmond,C,forwards,11,71,195,1973-06-15,Grande Cache,CAN,Alberta,81,14,15,29,11,28,36,6
2009,NJD,Rob,Niedermayer,C,forwards,21,74,203,1974-12-28,Cassiar,CAN,British Columbia,79,14,7,21,-17,42,35,12
2009,NJD,Rob,Niedermayer,C,forwards,21,74,203,1974-12-28,Cassiar,CAN,British Columbia,82,5,11,16,-8,77,35,12
2009,NJD,Jay,Pandolfo,L,forwards,20,73,190,1974-12-27,Winchester,USA,Massachusetts,61,5,5,10,-12,10,35,12
2009,NJD,Jay,Pandolfo,L,forwards,20,73,190,1974-12-27,Winchester,USA,Massachusetts,82,13,14,27,-5,8,35,12
2009,NJD,Zach,Parise,L,forwards,9,71,195,1984-07-28,Minneapolis,USA,Minnesota,82,45,49,94,30,24,25,7
2009,NJD,Zach,Parise,L,forwards,9,71,195,1984-07-28,Minneapolis,USA,Minnesota,82,31,31,62,-3,30,25,7
2009,NJD,Rod,Pelley,C,forwards,10,72,205,1984-09-01,Kitimat,CAN,British Columbia,9,0,0,0,-3,0,25,9
2009,NJD,Andrew,Peters,L,forwards,25,76,240,1980-05-05,St. Catharines,CAN,Ontario,28,0,1,1,-2,81,29,5
2009,NJD,Andrew,Peters,L,forwards,25,76,240,1980-05-05,St. Catharines,CAN,Ontario,58,1,1,2,-1,125,29,5
2009,NJD,Brian,Rolston,L,forwards,12,74,215,1973-02-21,Flint,USA,Michigan,64,15,17,32,2,30,36,2
2009,NJD,Brian,Rolston,L,forwards,12,74,215,1973-02-21,Flint,USA,Michigan,78,31,33,64,6,46,36,2
2009,NJD,Tim,Sestito,L,forwards,12,71,195,1984-08-28,Rome,USA,New York,1,0,0,0,0,0,25,8
2009,NJD,Ben,Walter,C,forwards,17,73,190,1984-05-11,Beaconsfield,CAN,Quebec,4,0,0,0,-2,0,25,5
2009,NJD,Ben,Walter,C,forwards,17,73,190,1984-05-11,Beaconsfield,CAN,Quebec,4,0,0,0,0,0,25,5
2009,NJD,Travis,Zajac,C,forwards,19,74,185,1985-05-13,Winnipeg,CAN,Manitoba,82,20,42,62,33,29,24,5
2009,NJD,Travis,Zajac,C,forwards,19,74,185,1985-05-13,Winnipeg,CAN,Manitoba,80,17,25,42,1,16,24,5
2009,NJD,Dainius,Zubrus,L,forwards,8,77,225,1978-06-16,Elektrenai,LTU,NA,82,15,25,40,6,69,31,6
2009,NJD,Dainius,Zubrus,L,forwards,8,77,225,1978-06-16,Elektrenai,LTU,NA,79,24,36,60,-19,62,31,6
2009,NJD,Rob,Davison,D,defensemen,29,74,215,1980-05-01,St. Catharines,CAN,Ontario,23,0,2,2,-4,51,29,5
2009,NJD,Rob,Davison,D,defensemen,29,74,215,1980-05-01,St. Catharines,CAN,Ontario,22,0,2,2,-2,27,29,5
2009,NJD,Mark,Fraser,D,defensemen,32,76,220,1986-09-29,Ottawa,CAN,Ontario,7,0,0,0,-1,7,23,9
2009,NJD,Andy,Greene,D,defensemen,6,71,190,1982-10-30,Trenton,USA,Michigan,49,2,7,9,3,22,27,10
2009,NJD,Andy,Greene,D,defensemen,6,71,190,1982-10-30,Trenton,USA,Michigan,23,1,5,6,-1,6,27,10
2009,NJD,Paul,Martin,D,defensemen,7,73,200,1981-03-05,Minneapolis,USA,Minnesota,73,5,28,33,21,36,28,3
2009,NJD,Paul,Martin,D,defensemen,7,73,200,1981-03-05,Minneapolis,USA,Minnesota,82,3,23,26,-9,18,28,3
2009,NJD,Mike,Mottau,D,defensemen,27,72,195,1978-03-19,Quincy,USA,Massachusetts,80,1,14,15,24,35,31,3
2009,NJD,Cory,Murphy,D,defensemen,18,69,175,1978-02-13,Kanata,CAN,Ontario,32,5,11,16,-4,14,31,2
2009,NJD,Johnny,Oduya,D,defensemen,29,72,191,1981-10-01,Stockholm,SWE,NA,82,7,22,29,21,30,28,10
2009,NJD,Johnny,Oduya,D,defensemen,29,72,191,1981-10-01,Stockholm,SWE,NA,76,2,9,11,-5,61,28,10
2009,NJD,Anssi,Salmela,D,defensemen,29,73,200,1984-08-13,Nokia,FIN,NA,26,1,5,6,1,8,25,8
2009,NJD,Bryce,Salvador,D,defensemen,24,75,215,1976-02-11,Brandon,CAN,Manitoba,76,3,13,16,-1,78,33,2
2009,NJD,Bryce,Salvador,D,defensemen,24,75,215,1976-02-11,Brandon,CAN,Manitoba,64,2,5,7,-5,55,33,2
2009,NJD,Martin,Skoula,D,defensemen,28,75,226,1979-10-28,Litomerice,CZE,NA,81,4,12,16,-12,10,30,10
2009,NJD,Martin,Skoula,D,defensemen,28,75,226,1979-10-28,Litomerice,CZE,NA,81,0,15,15,9,36,30,10
2009,NJD,Colin,White,D,defensemen,5,76,215,1977-12-12,New Glasgow,CAN,Nova Scotia,71,1,17,18,18,46,32,12
2009,NJD,Colin,White,D,defensemen,5,76,215,1977-12-12,New Glasgow,CAN,Nova Scotia,69,0,8,8,-8,69,32,12
2010,NJD,Jason,Arnott,C,forwards,25,77,220,1974-10-11,Collingwood,CAN,Ontario,63,19,27,46,0,26,36,10
2010,NJD,David,Clarkson,R,forwards,23,72,207,1984-03-31,Toronto,CAN,Ontario,46,11,13,24,3,85,26,3
2010,NJD,Patrik,Elias,C,forwards,26,73,190,1976-04-13,Trebic,CZE,NA,58,19,29,48,18,40,34,4
2010,NJD,Ilya,Kovalchuk,R,forwards,17,75,222,1983-04-15,Tver,RUS,NA,76,41,44,85,10,53,27,4
2010,NJD,Jamie,Langenbrunner,R,forwards,15,73,205,1975-07-24,Cloquet,USA,Minnesota,81,19,42,61,6,44,35,7
2010,NJD,Adam,Mair,C,forwards,11,73,208,1979-02-15,Hamilton,CAN,Ontario,69,6,8,14,-2,73,31,2
2010,NJD,Nick,Palmieri,R,forwards,10,75,220,1989-07-12,Utica,USA,New York,6,0,1,1,0,0,21,7
2010,NJD,Zach,Parise,L,forwards,9,71,195,1984-07-28,Minneapolis,USA,Minnesota,81,38,44,82,24,32,26,7
2010,NJD,Rod,Pelley,C,forwards,10,72,205,1984-09-01,Kitimat,CAN,British Columbia,63,2,8,10,-4,40,26,9
2010,NJD,Brian,Rolston,L,forwards,12,74,215,1973-02-21,Flint,USA,Michigan,80,20,17,37,2,22,37,2
2010,NJD,Tim,Sestito,L,forwards,12,71,195,1984-08-28,Rome,USA,New York,9,0,1,1,-2,2,26,8
2010,NJD,David,Steckel,C,forwards,25,78,215,1982-03-15,Milwaukee,USA,Wisconsin,79,5,11,16,4,19,28,3
2010,NJD,Travis,Zajac,C,forwards,19,74,185,1985-05-13,Winnipeg,CAN,Manitoba,82,25,42,67,22,24,25,5
2010,NJD,Vladimir,Zharkov,R,forwards,18,73,205,1988-01-10,Elektrostal,RUS,NA,40,0,10,10,2,8,22,1
2010,NJD,Dainius,Zubrus,L,forwards,8,77,225,1978-06-16,Elektrenai,LTU,NA,51,10,17,27,4,28,32,6
2010,NJD,Matthew,Corrente,D,defensemen,22,72,205,1988-03-17,Mississauga,CAN,Ontario,12,0,0,0,0,24,22,3
2010,NJD,Tyler,Eckford,D,defensemen,21,73,225,1985-09-08,Vancouver,CAN,British Columbia,3,0,1,1,0,4,25,9
2010,NJD,Mark,Fraser,D,defensemen,32,76,220,1986-09-29,Ottawa,CAN,Ontario,61,3,3,6,3,36,24,9
2010,NJD,Andy,Greene,D,defensemen,6,71,190,1982-10-30,Trenton,USA,Michigan,78,6,31,37,9,14,28,10
2010,NJD,Jay,Leach,D,defensemen,33,77,220,1979-09-02,Syracuse,USA,New York,35,1,1,2,3,25,31,9
2010,NJD,Anssi,Salmela,D,defensemen,29,73,200,1984-08-13,Nokia,FIN,NA,38,2,6,8,-1,22,26,8
2010,NJD,Henrik,Tallinder,D,defensemen,7,76,209,1979-01-10,Stockholm,SWE,NA,82,4,16,20,13,32,31,1
2010,NJD,Anton,Volchenkov,D,defensemen,28,73,220,1982-02-25,Moscow,RUS,NA,64,4,10,14,2,38,28,2
2010,NJD,Colin,White,D,defensemen,5,76,215,1977-12-12,New Glasgow,CAN,Nova Scotia,81,2,10,12,8,46,33,12
2011,NJD,Steve,Bernier,R,forwards,18,75,225,1985-03-31,Quebec City,CAN,Quebec,68,5,10,15,-14,21,26,3
2011,NJD,Eric,Boulton,L,forwards,22,72,227,1976-08-17,Halifax,CAN,Nova Scotia,69,6,4,10,1,87,35,8
2011,NJD,Ryan,Carter,L,forwards,20,73,205,1983-08-03,White Bear Lake,USA,Minnesota,62,3,6,9,-1,66,28,8
2011,NJD,David,Clarkson,R,forwards,23,72,207,1984-03-31,Toronto,CAN,Ontario,82,12,6,18,-20,116,27,3
2011,NJD,Patrik,Elias,C,forwards,26,73,190,1976-04-13,Trebic,CZE,NA,81,21,41,62,-4,16,35,4
2011,NJD,Stephen,Gionta,C,forwards,10,67,177,1983-10-09,Rochester,USA,New York,12,0,0,0,-3,6,28,10
2011,NJD,Adam,Henrique,C,forwards,14,72,195,1990-02-06,Brantford,CAN,Ontario,1,0,0,0,1,0,21,2
2011,NJD,Cam,Janssen,R,forwards,25,72,215,1984-04-15,St. Louis,USA,Missouri,54,1,3,4,-6,131,27,4
2011,NJD,Jacob,Josefson,C,forwards,16,72,196,1991-03-02,Stockholm,SWE,NA,28,3,7,10,5,6,20,3
2011,NJD,Ilya,Kovalchuk,R,forwards,17,75,222,1983-04-15,Tver,RUS,NA,81,31,29,60,-26,28,28,4
2011,NJD,Brad,Mills,C,forwards,51,72,195,1983-05-03,Terrace,CAN,British Columbia,4,1,0,1,1,5,28,5
2011,NJD,Nick,Palmieri,R,forwards,10,75,220,1989-07-12,Utica,USA,New York,43,9,8,17,9,6,22,7
2011,NJD,Zach,Parise,L,forwards,9,71,195,1984-07-28,Minneapolis,USA,Minnesota,13,3,3,6,-1,6,27,7
2011,NJD,Rod,Pelley,C,forwards,10,72,205,1984-09-01,Kitimat,CAN,British Columbia,74,3,7,10,-9,27,27,9
2011,NJD,Alexei,Ponikarovsky,L,forwards,12,76,225,1980-04-09,Kiev,UKR,NA,61,5,10,15,1,36,31,4
2011,NJD,Tim,Sestito,L,forwards,12,71,195,1984-08-28,Rome,USA,New York,36,0,2,2,-5,9,27,8
2011,NJD,Mattias,Tedenby,R,forwards,21,69,175,1990-02-21,Vetlanda,SWE,NA,58,8,14,22,3,14,21,2
2011,NJD,Travis,Zajac,C,forwards,19,74,185,1985-05-13,Winnipeg,CAN,Manitoba,82,13,31,44,-6,24,26,5
2011,NJD,Vladimir,Zharkov,R,forwards,18,73,205,1988-01-10,Elektrostal,RUS,NA,38,2,2,4,3,2,23,1
2011,NJD,Dainius,Zubrus,L,forwards,8,77,225,1978-06-16,Elektrenai,LTU,NA,79,13,17,30,-11,53,33,6
2011,NJD,Mark,Fayne,D,defensemen,7,75,209,1987-05-15,Nashua,USA,New Hampshire,57,4,10,14,10,27,24,5
2011,NJD,Kurtis,Foster,D,defensemen,2,77,225,1981-11-24,Carp,CAN,Ontario,74,8,14,22,-12,45,30,11
2011,NJD,Mark,Fraser,D,defensemen,32,76,220,1986-09-29,Ottawa,CAN,Ontario,26,0,2,2,2,29,25,9
2011,NJD,Andy,Greene,D,defensemen,6,71,190,1982-10-30,Trenton,USA,Michigan,82,4,19,23,-23,22,29,10
2011,NJD,Peter,Harrold,D,defensemen,10,71,180,1983-06-08,Kirtland Hills,USA,Ohio,19,1,3,4,3,4,28,6
2011,NJD,Henrik,Tallinder,D,defensemen,7,76,209,1979-01-10,Stockholm,SWE,NA,82,5,11,16,-6,40,32,1
2011,NJD,Matt,Taormina,D,defensemen,32,70,188,1986-10-20,Warren,USA,Michigan,17,3,2,5,-2,2,25,10
2011,NJD,Alexander,Urbom,D,defensemen,33,76,215,1990-12-20,Stockholm,SWE,NA,8,1,0,1,-2,0,21,12
2011,NJD,Anton,Volchenkov,D,defensemen,28,73,220,1982-02-25,Moscow,RUS,NA,57,0,8,8,3,36,29,2
2011,NJD,Marek,Zidlicky,D,defensemen,2,71,190,1977-02-03,Most,CZE,NA,46,7,17,24,-6,30,34,2
2012,NJD,Krys,Barch,L,forwards,22,74,225,1980-03-26,Hamilton,CAN,Ontario,51,2,3,5,0,114,32,3
2012,NJD,Steve,Bernier,R,forwards,18,75,225,1985-03-31,Quebec City,CAN,Quebec,32,1,5,6,6,16,27,3
2012,NJD,Bobby,Butler,R,forwards,9,72,189,1987-04-26,Marlborough,USA,Massachusetts,56,6,10,16,8,12,25,4
2012,NJD,Ryan,Carter,L,forwards,20,73,205,1983-08-03,White Bear Lake,USA,Minnesota,72,4,4,8,-13,90,29,8
2012,NJD,David,Clarkson,R,forwards,23,72,207,1984-03-31,Toronto,CAN,Ontario,80,30,16,46,-8,138,28,3
2012,NJD,Patrik,Elias,C,forwards,26,73,190,1976-04-13,Trebic,CZE,NA,81,26,52,78,-8,16,36,4
2012,NJD,Stephen,Gionta,C,forwards,10,67,177,1983-10-09,Rochester,USA,New York,1,1,0,1,1,0,29,10
2012,NJD,Adam,Henrique,C,forwards,14,72,195,1990-02-06,Brantford,CAN,Ontario,74,16,35,51,8,7,22,2
2012,NJD,Cam,Janssen,R,forwards,25,72,215,1984-04-15,St. Louis,USA,Missouri,48,0,1,1,-8,75,28,4
2012,NJD,Jacob,Josefson,C,forwards,16,72,196,1991-03-02,Stockholm,SWE,NA,41,2,7,9,10,6,21,3
2012,NJD,Tom,Kostopoulos,R,forwards,25,72,197,1979-01-24,Mississauga,CAN,Ontario,81,4,8,12,-15,57,33,1
2012,NJD,Ilya,Kovalchuk,R,forwards,17,75,222,1983-04-15,Tver,RUS,NA,77,37,46,83,-9,33,29,4
2012,NJD,Andrei,Loktionov,C,forwards,21,71,190,1990-05-30,Voskresensk,RUS,NA,39,3,4,7,-4,2,22,5
2012,NJD,Alexei,Ponikarovsky,L,forwards,12,76,225,1980-04-09,Kiev,UKR,NA,82,14,19,33,-3,34,32,4
2012,NJD,Tim,Sestito,L,forwards,12,71,195,1984-08-28,Rome,USA,New York,18,0,0,0,-5,7,28,8
2012,NJD,Steve,Sullivan,L,forwards,15,69,165,1974-07-06,Timmins,CAN,Ontario,79,17,31,48,-3,20,38,7
2012,NJD,Mattias,Tedenby,R,forwards,21,69,175,1990-02-21,Vetlanda,SWE,NA,43,1,5,6,-15,16,22,2
2012,NJD,Travis,Zajac,C,forwards,19,74,185,1985-05-13,Winnipeg,CAN,Manitoba,15,2,4,6,-3,4,27,5
2012,NJD,Dainius,Zubrus,L,forwards,8,77,225,1978-06-16,Elektrenai,LTU,NA,82,17,27,44,7,34,34,6
2012,NJD,Mark,Fayne,D,defensemen,7,75,209,1987-05-15,Nashua,USA,New Hampshire,82,4,13,17,-4,26,25,5
2012,NJD,Andy,Greene,D,defensemen,6,71,190,1982-10-30,Trenton,USA,Michigan,56,1,15,16,3,16,30,10
2012,NJD,Peter,Harrold,D,defensemen,10,71,180,1983-06-08,Kirtland Hills,USA,Ohio,11,0,2,2,0,0,29,6
2012,NJD,Adam,Larsson,D,defensemen,5,75,209,1992-11-12,Skelleftea,SWE,NA,65,2,16,18,-7,20,20,11
2012,NJD,Bryce,Salvador,D,defensemen,24,75,215,1976-02-11,Brandon,CAN,Manitoba,82,0,9,9,18,66,36,2
2012,NJD,Henrik,Tallinder,D,defensemen,7,76,209,1979-01-10,Stockholm,SWE,NA,39,0,6,6,-11,16,33,1
2012,NJD,Alexander,Urbom,D,defensemen,33,76,215,1990-12-20,Stockholm,SWE,NA,5,1,0,1,1,9,22,12
2012,NJD,Anton,Volchenkov,D,defensemen,28,73,220,1982-02-25,Moscow,RUS,NA,72,2,9,11,3,34,30,2
2012,NJD,Marek,Zidlicky,D,defensemen,2,71,190,1977-02-03,Most,CZE,NA,63,2,20,22,-6,34,35,2
2013,NJD,Steve,Bernier,R,forwards,18,75,225,1985-03-31,Quebec City,CAN,Quebec,47,8,7,15,-7,17,28,3
2013,NJD,Damien,Brunner,R,forwards,12,71,185,1986-03-09,Zurich,CHE,NA,44,12,14,26,-6,12,27,3
2013,NJD,Ryan,Carter,L,forwards,20,73,205,1983-08-03,White Bear Lake,USA,Minnesota,44,6,9,15,-2,31,30,8
2013,NJD,Ryane,Clowe,L,forwards,NA,75,225,1982-09-30,St. John's,CAN,Newfoundland and Labrador,40,3,16,19,1,93,31,9
2013,NJD,Patrik,Elias,C,forwards,26,73,190,1976-04-13,Trebic,CZE,NA,48,14,22,36,5,22,37,4
2013,NJD,Stephen,Gionta,C,forwards,10,67,177,1983-10-09,Rochester,USA,New York,48,4,10,14,2,14,30,10
2013,NJD,Adam,Henrique,C,forwards,14,72,195,1990-02-06,Brantford,CAN,Ontario,42,11,5,16,-3,16,23,2
2013,NJD,Jaromir,Jagr,R,forwards,68,75,230,1972-02-15,Kladno,CZE,NA,45,16,19,35,-2,22,41,2
2013,NJD,Cam,Janssen,R,forwards,25,72,215,1984-04-15,St. Louis,USA,Missouri,4,0,0,0,-1,2,29,4
2013,NJD,Jacob,Josefson,C,forwards,16,72,196,1991-03-02,Stockholm,SWE,NA,22,1,2,3,-10,2,22,3
2013,NJD,Andrei,Loktionov,C,forwards,21,71,190,1990-05-30,Voskresensk,RUS,NA,28,8,4,12,-2,4,23,5
2013,NJD,Tuomo,Ruutu,L,forwards,15,72,200,1983-02-16,Vantaa,FIN,NA,17,4,5,9,-6,8,30,2
2013,NJD,Michael,Ryder,R,forwards,17,73,200,1980-03-31,Bonavista,CAN,Newfoundland and Labrador,46,16,19,35,2,16,33,3
2013,NJD,Tim,Sestito,L,forwards,12,71,195,1984-08-28,Rome,USA,New York,6,0,0,0,1,2,29,8
2013,NJD,Mattias,Tedenby,R,forwards,21,69,175,1990-02-21,Vetlanda,SWE,NA,4,0,1,1,0,2,23,2
2013,NJD,Travis,Zajac,C,forwards,19,74,185,1985-05-13,Winnipeg,CAN,Manitoba,48,7,13,20,-5,22,28,5
2013,NJD,Dainius,Zubrus,L,forwards,8,77,225,1978-06-16,Elektrenai,LTU,NA,22,2,7,9,-3,12,35,6
2013,NJD,Mark,Fayne,D,defensemen,7,75,209,1987-05-15,Nashua,USA,New Hampshire,31,1,5,6,6,16,26,5
2013,NJD,Eric,Gelinas,D,defensemen,44,76,215,1991-05-08,Vanier,CAN,Ontario,1,0,0,0,-1,0,22,5
2013,NJD,Andy,Greene,D,defensemen,6,71,190,1982-10-30,Trenton,USA,Michigan,48,4,12,16,12,20,31,10
2013,NJD,Peter,Harrold,D,defensemen,10,71,180,1983-06-08,Kirtland Hills,USA,Ohio,23,2,3,5,-8,6,30,6
2013,NJD,Adam,Larsson,D,defensemen,5,75,209,1992-11-12,Skelleftea,SWE,NA,37,0,6,6,4,12,21,11
2013,NJD,Bryce,Salvador,D,defensemen,24,75,215,1976-02-11,Brandon,CAN,Manitoba,39,0,2,2,-12,22,37,2
2013,NJD,Anton,Volchenkov,D,defensemen,28,73,220,1982-02-25,Moscow,RUS,NA,37,1,4,5,-1,37,31,2
2013,NJD,Marek,Zidlicky,D,defensemen,2,71,190,1977-02-03,Most,CZE,NA,48,4,15,19,-12,38,36,2
2014,NJD,Steve,Bernier,R,forwards,18,75,225,1985-03-31,Quebec City,CAN,Quebec,78,3,9,12,-15,33,29,3
2014,NJD,Reid,Boucher,L,forwards,15,70,195,1993-09-08,Lansing,USA,Michigan,23,2,5,7,2,4,21,9
2014,NJD,Damien,Brunner,R,forwards,12,71,185,1986-03-09,Zurich,CHE,NA,60,11,14,25,-11,26,28,3
2014,NJD,Ryane,Clowe,L,forwards,NA,75,225,1982-09-30,St. John's,CAN,Newfoundland and Labrador,43,7,19,26,-10,33,32,9
2014,NJD,Patrik,Elias,C,forwards,26,73,190,1976-04-13,Trebic,CZE,NA,65,18,35,53,-4,30,38,4
2014,NJD,Stephen,Gionta,C,forwards,10,67,177,1983-10-09,Rochester,USA,New York,66,4,7,11,-8,18,31,10
2014,NJD,Scott,Gomez,C,forwards,21,71,200,1979-12-23,Anchorage,USA,Alaska,46,2,10,12,-11,24,35,12
2014,NJD,Martin,Havlat,L,forwards,9,74,210,1981-04-19,Mlada Boleslav,CZE,NA,48,12,10,22,14,10,33,4
2014,NJD,Adam,Henrique,C,forwards,14,72,195,1990-02-06,Brantford,CAN,Ontario,77,25,18,43,3,20,24,2
2014,NJD,Jaromir,Jagr,R,forwards,68,75,230,1972-02-15,Kladno,CZE,NA,82,24,43,67,16,46,42,2
2014,NJD,Jacob,Josefson,C,forwards,16,72,196,1991-03-02,Stockholm,SWE,NA,27,1,2,3,0,4,23,3
2014,NJD,Tuomo,Ruutu,L,forwards,15,72,200,1983-02-16,Vantaa,FIN,NA,76,8,16,24,-18,44,31,2
2014,NJD,Michael,Ryder,R,forwards,17,73,200,1980-03-31,Bonavista,CAN,Newfoundland and Labrador,82,18,16,34,-6,18,34,3
2014,NJD,Tim,Sestito,L,forwards,12,71,195,1984-08-28,Rome,USA,New York,16,0,3,3,1,2,30,8
2014,NJD,Mike,Sislo,R,forwards,46,71,190,1988-01-20,Superior,USA,Wisconsin,14,0,0,0,-1,0,26,1
2014,NJD,Jordin,Tootoo,R,forwards,22,69,195,1983-02-02,Churchill,CAN,Manitoba,11,0,1,1,-3,5,31,2
2014,NJD,Joe,Whitney,L,forwards,33,66,167,1988-02-06,Reading,USA,Massachusetts,1,0,0,0,0,0,26,2
2014,NJD,Travis,Zajac,C,forwards,19,74,185,1985-05-13,Winnipeg,CAN,Manitoba,80,18,30,48,3,28,29,5
2014,NJD,Dainius,Zubrus,L,forwards,8,77,225,1978-06-16,Elektrenai,LTU,NA,82,13,13,26,1,46,36,6
2014,NJD,Mark,Fraser,D,defensemen,32,76,220,1986-09-29,Ottawa,CAN,Ontario,42,1,1,2,-15,76,28,9
2014,NJD,Eric,Gelinas,D,defensemen,44,76,215,1991-05-08,Vanier,CAN,Ontario,60,7,22,29,-3,22,23,5
2014,NJD,Andy,Greene,D,defensemen,6,71,190,1982-10-30,Trenton,USA,Michigan,82,8,24,32,3,32,32,10
2014,NJD,Peter,Harrold,D,defensemen,10,71,180,1983-06-08,Kirtland Hills,USA,Ohio,33,0,4,4,-2,14,31,6
2014,NJD,Adam,Larsson,D,defensemen,5,75,209,1992-11-12,Skelleftea,SWE,NA,26,1,2,3,-1,12,22,11
2014,NJD,Bryce,Salvador,D,defensemen,24,75,215,1976-02-11,Brandon,CAN,Manitoba,40,1,3,4,-2,29,38,2
2014,NJD,Marek,Zidlicky,D,defensemen,2,71,190,1977-02-03,Most,CZE,NA,81,12,30,42,-3,60,37,2
2015,NJD,Reid,Boucher,L,forwards,15,70,195,1993-09-08,Lansing,USA,Michigan,11,1,0,1,-4,0,22,9
2015,NJD,Patrik,Elias,C,forwards,26,73,190,1976-04-13,Trebic,CZE,NA,69,13,21,34,-20,12,39,4
2015,NJD,Bobby,Farnham,L,forwards,23,70,190,1989-01-21,North Andover,USA,Massachusetts,11,0,0,0,0,24,26,1
2015,NJD,Stephen,Gionta,C,forwards,10,67,177,1983-10-09,Rochester,USA,New York,61,5,8,13,4,12,32,10
2015,NJD,Adam,Henrique,C,forwards,14,72,195,1990-02-06,Brantford,CAN,Ontario,75,16,27,43,-6,34,25,2
2015,NJD,Jacob,Josefson,C,forwards,16,72,196,1991-03-02,Stockholm,SWE,NA,62,6,5,11,0,24,24,3
2015,NJD,Tyler,Kennedy,C,forwards,48,71,185,1986-07-15,Sault Ste. Marie,CAN,Ontario,38,6,8,14,-2,10,29,7
2015,NJD,Stefan,Matteau,L,forwards,25,74,208,1994-02-23,Chicago,USA,Illinois,7,1,0,1,0,4,21,2
2015,NJD,Kyle,Palmieri,R,forwards,21,71,198,1991-02-01,Smithtown,USA,New York,57,14,15,29,-2,37,24,2
2015,NJD,Tuomo,Ruutu,L,forwards,15,72,200,1983-02-16,Vantaa,FIN,NA,77,7,6,13,-3,28,32,2
2015,NJD,Mike,Sislo,R,forwards,46,71,190,1988-01-20,Superior,USA,Wisconsin,10,0,1,1,-2,2,27,1
2015,NJD,Lee,Stempniak,R,forwards,20,71,195,1983-02-04,West Seneca,USA,New York,71,15,13,28,8,20,32,2
2015,NJD,Jiri,Tlusty,L,forwards,9,72,205,1988-03-16,Slany,CZE,NA,72,14,17,31,-18,20,27,3
2015,NJD,Jordin,Tootoo,R,forwards,22,69,195,1983-02-02,Churchill,CAN,Manitoba,68,10,5,15,1,72,32,2
2015,NJD,Travis,Zajac,C,forwards,19,74,185,1985-05-13,Winnipeg,CAN,Manitoba,74,11,14,25,-3,29,30,5
2015,NJD,Eric,Gelinas,D,defensemen,44,76,215,1991-05-08,Vanier,CAN,Ontario,61,6,13,19,-2,42,24,5
2015,NJD,Andy,Greene,D,defensemen,6,71,190,1982-10-30,Trenton,USA,Michigan,82,3,19,22,1,20,33,10
2015,NJD,Seth,Helgeson,D,defensemen,36,76,220,1990-10-08,Faribault,USA,Minnesota,22,0,2,2,4,18,25,10
2015,NJD,Adam,Larsson,D,defensemen,5,75,209,1992-11-12,Skelleftea,SWE,NA,64,3,21,24,2,34,23,11
2015,NJD,John,Moore,D,defensemen,2,75,207,1990-11-19,Winnetka,USA,Illinois,57,2,9,11,-4,30,25,11
2015,NJD,David,Schlemko,D,defensemen,8,73,191,1987-05-07,Edmonton,CAN,Alberta,44,1,3,4,1,12,28,5
2015,NJD,Damon,Severson,D,defensemen,28,74,205,1994-08-07,Melville,CAN,Saskatchewan,51,5,12,17,-13,22,21,8
2015,NJD,David,Warsofsky,D,defensemen,47,69,174,1990-05-30,Marshfield,USA,Massachusetts,4,0,1,1,1,0,25,5
2016,NJD,Beau,Bennett,R,forwards,78,74,195,1991-11-27,Gardena,USA,California,33,6,6,12,-1,10,25,11
2016,NJD,Joseph,Blandisi,L,forwards,47,72,184,1994-07-18,Markham,CAN,Ontario,41,5,12,17,-14,34,22,7
2016,NJD,Reid,Boucher,L,forwards,15,70,195,1993-09-08,Lansing,USA,Michigan,39,8,11,19,-13,6,23,9
2016,NJD,Vernon,Fiddler,L,forwards,38,71,205,1980-05-09,Edmonton,CAN,Alberta,82,12,10,22,5,31,36,5
2016,NJD,Luke,Gazdic,L,forwards,17,76,225,1989-07-25,Toronto,CAN,Ontario,29,1,0,1,-6,24,27,7
2016,NJD,Taylor,Hall,L,forwards,9,73,210,1991-11-14,Calgary,CAN,Alberta,82,26,39,65,-4,54,25,11
2016,NJD,Adam,Henrique,C,forwards,14,72,195,1990-02-06,Brantford,CAN,Ontario,80,30,20,50,10,23,26,2
